Job_Title,Company_Name,Location,Experience_Level,Salary_Range,Skills_Required,Job_Description,Industry,Employment_Type,Tokenized_Job_Description,Sentiment_Polarity,Sentiment_Label
full stack developer,hrm info - corporate hr solutions,hyderabad,Senior Level,Low,"azure server, spring boot, reactjs, java","must have skills  java, spring boot, react js, microservices, kafka and azure both the front-end and back-endfull stack engineer with reactjs expert we are seeking a highly skilled and experienced full stack engineer with expertise in reactjs to join our growing team.as a full stack engineer, you will be responsible for developing and maintaining both the front-end and back-end components of our web applications.you will work closely with our product team to understand business requirements and translate them into technical solutions.",it-hardware  networking  it-software  software services,Work from Office,"['must', 'skill', 'java', 'spring', 'boot', 'react', 'j', 'microservices', 'kafka', 'azure', 'frontend', 'backendfull', 'stack', 'engineer', 'reactjs', 'expert', 'seeking', 'highly', 'skilled', 'experienced', 'full', 'stack', 'engineer', 'expertise', 'reactjs', 'join', 'growing', 'teamas', 'full', 'stack', 'engineer', 'responsible', 'developing', 'maintaining', 'frontend', 'backend', 'component', 'web', 'applicationsyou', 'work', 'closely', 'product', 'team', 'understand', 'business', 'requirement', 'translate', 'technical', 'solution']",0.3666666666666667,Positive
full stack developer,hrm info - corporate hr solutions,hyderabad,Senior Level,Low,"azure server, spring boot, reactjs, java","must have skills  java, spring boot, react js, microservices, kafka and azure both the front-end and back-endfull stack engineer with reactjs expert we are seeking a highly skilled and experienced full stack engineer with expertise in reactjs to join our growing team.as a full stack engineer, you will be responsible for developing and maintaining both the front-end and back-end components of our web applications.you will work closely with our product team to understand business requirements and translate them into technical solutions.",it-hardware  networking  it-software  software services,Work from Office,"['must', 'skill', 'java', 'spring', 'boot', 'react', 'j', 'microservices', 'kafka', 'azure', 'frontend', 'backendfull', 'stack', 'engineer', 'reactjs', 'expert', 'seeking', 'highly', 'skilled', 'experienced', 'full', 'stack', 'engineer', 'expertise', 'reactjs', 'join', 'growing', 'teamas', 'full', 'stack', 'engineer', 'responsible', 'developing', 'maintaining', 'frontend', 'backend', 'component', 'web', 'applicationsyou', 'work', 'closely', 'product', 'team', 'understand', 'business', 'requirement', 'translate', 'technical', 'solution']",0.3666666666666667,Positive
full stack developer,hrm info - corporate hr solutions,hyderabad,Senior Level,Low,"azure server, spring boot, reactjs, java","must have skills  java, spring boot, react js, microservices, kafka and azure both the front-end and back-endfull stack engineer with reactjs expert we are seeking a highly skilled and experienced full stack engineer with expertise in reactjs to join our growing team.as a full stack engineer, you will be responsible for developing and maintaining both the front-end and back-end components of our web applications.you will work closely with our product team to understand business requirements and translate them into technical solutions.",it-hardware  networking  it-software  software services,Work from Office,"['must', 'skill', 'java', 'spring', 'boot', 'react', 'j', 'microservices', 'kafka', 'azure', 'frontend', 'backendfull', 'stack', 'engineer', 'reactjs', 'expert', 'seeking', 'highly', 'skilled', 'experienced', 'full', 'stack', 'engineer', 'expertise', 'reactjs', 'join', 'growing', 'teamas', 'full', 'stack', 'engineer', 'responsible', 'developing', 'maintaining', 'frontend', 'backend', 'component', 'web', 'applicationsyou', 'work', 'closely', 'product', 'team', 'understand', 'business', 'requirement', 'translate', 'technical', 'solution']",0.3666666666666667,Positive
full stack developer,hrm info - corporate hr solutions,hyderabad,Senior Level,Low,"azure server, spring boot, reactjs, java","must have skills  java, spring boot, react js, microservices, kafka and azure both the front-end and back-endfull stack engineer with reactjs expert we are seeking a highly skilled and experienced full stack engineer with expertise in reactjs to join our growing team.as a full stack engineer, you will be responsible for developing and maintaining both the front-end and back-end components of our web applications.you will work closely with our product team to understand business requirements and translate them into technical solutions.",it-hardware  networking  it-software  software services,Work from Office,"['must', 'skill', 'java', 'spring', 'boot', 'react', 'j', 'microservices', 'kafka', 'azure', 'frontend', 'backendfull', 'stack', 'engineer', 'reactjs', 'expert', 'seeking', 'highly', 'skilled', 'experienced', 'full', 'stack', 'engineer', 'expertise', 'reactjs', 'join', 'growing', 'teamas', 'full', 'stack', 'engineer', 'responsible', 'developing', 'maintaining', 'frontend', 'backend', 'component', 'web', 'applicationsyou', 'work', 'closely', 'product', 'team', 'understand', 'business', 'requirement', 'translate', 'technical', 'solution']",0.3666666666666667,Positive
full stack developer,hrm info - corporate hr solutions,hyderabad,Senior Level,Low,"azure server, spring boot, reactjs, java","must have skills  java, spring boot, react js, microservices, kafka and azure both the front-end and back-endfull stack engineer with reactjs expert we are seeking a highly skilled and experienced full stack engineer with expertise in reactjs to join our growing team.as a full stack engineer, you will be responsible for developing and maintaining both the front-end and back-end components of our web applications.you will work closely with our product team to understand business requirements and translate them into technical solutions.",it-hardware  networking  it-software  software services,Work from Office,"['must', 'skill', 'java', 'spring', 'boot', 'react', 'j', 'microservices', 'kafka', 'azure', 'frontend', 'backendfull', 'stack', 'engineer', 'reactjs', 'expert', 'seeking', 'highly', 'skilled', 'experienced', 'full', 'stack', 'engineer', 'expertise', 'reactjs', 'join', 'growing', 'teamas', 'full', 'stack', 'engineer', 'responsible', 'developing', 'maintaining', 'frontend', 'backend', 'component', 'web', 'applicationsyou', 'work', 'closely', 'product', 'team', 'understand', 'business', 'requirement', 'translate', 'technical', 'solution']",0.3666666666666667,Positive
full stack developer,hrm info - corporate hr solutions,hyderabad,Senior Level,Low,"azure server, spring boot, reactjs, java","must have skills  java, spring boot, react js, microservices, kafka and azure both the front-end and back-endfull stack engineer with reactjs expert we are seeking a highly skilled and experienced full stack engineer with expertise in reactjs to join our growing team.as a full stack engineer, you will be responsible for developing and maintaining both the front-end and back-end components of our web applications.you will work closely with our product team to understand business requirements and translate them into technical solutions.",it-hardware  networking  it-software  software services,Work from Office,"['must', 'skill', 'java', 'spring', 'boot', 'react', 'j', 'microservices', 'kafka', 'azure', 'frontend', 'backendfull', 'stack', 'engineer', 'reactjs', 'expert', 'seeking', 'highly', 'skilled', 'experienced', 'full', 'stack', 'engineer', 'expertise', 'reactjs', 'join', 'growing', 'teamas', 'full', 'stack', 'engineer', 'responsible', 'developing', 'maintaining', 'frontend', 'backend', 'component', 'web', 'applicationsyou', 'work', 'closely', 'product', 'team', 'understand', 'business', 'requirement', 'translate', 'technical', 'solution']",0.3666666666666667,Positive
full stack developer,hrm info - corporate hr solutions,hyderabad,Senior Level,Low,"azure server, spring boot, reactjs, java","must have skills  java, spring boot, react js, microservices, kafka and azure both the front-end and back-endfull stack engineer with reactjs expert we are seeking a highly skilled and experienced full stack engineer with expertise in reactjs to join our growing team.as a full stack engineer, you will be responsible for developing and maintaining both the front-end and back-end components of our web applications.you will work closely with our product team to understand business requirements and translate them into technical solutions.",it-hardware  networking  it-software  software services,Work from Office,"['must', 'skill', 'java', 'spring', 'boot', 'react', 'j', 'microservices', 'kafka', 'azure', 'frontend', 'backendfull', 'stack', 'engineer', 'reactjs', 'expert', 'seeking', 'highly', 'skilled', 'experienced', 'full', 'stack', 'engineer', 'expertise', 'reactjs', 'join', 'growing', 'teamas', 'full', 'stack', 'engineer', 'responsible', 'developing', 'maintaining', 'frontend', 'backend', 'component', 'web', 'applicationsyou', 'work', 'closely', 'product', 'team', 'understand', 'business', 'requirement', 'translate', 'technical', 'solution']",0.3666666666666667,Positive
full stack developer,hrm info - corporate hr solutions,hyderabad,Senior Level,Low,"azure server, spring boot, reactjs, java","must have skills  java, spring boot, react js, microservices, kafka and azure both the front-end and back-endfull stack engineer with reactjs expert we are seeking a highly skilled and experienced full stack engineer with expertise in reactjs to join our growing team.as a full stack engineer, you will be responsible for developing and maintaining both the front-end and back-end components of our web applications.you will work closely with our product team to understand business requirements and translate them into technical solutions.",it-hardware  networking  it-software  software services,Work from Office,"['must', 'skill', 'java', 'spring', 'boot', 'react', 'j', 'microservices', 'kafka', 'azure', 'frontend', 'backendfull', 'stack', 'engineer', 'reactjs', 'expert', 'seeking', 'highly', 'skilled', 'experienced', 'full', 'stack', 'engineer', 'expertise', 'reactjs', 'join', 'growing', 'teamas', 'full', 'stack', 'engineer', 'responsible', 'developing', 'maintaining', 'frontend', 'backend', 'component', 'web', 'applicationsyou', 'work', 'closely', 'product', 'team', 'understand', 'business', 'requirement', 'translate', 'technical', 'solution']",0.3666666666666667,Positive
.net full stack developer react,brainpage tech solutions pvt ltd,hyderabad,Senior Level,High,"asp dot net developer, react js, sql server developer, azure server, cloud engineer","job title .net full stack developer reactjob summarywere seeking an experienced .net full stack developer with expertise in react to join our team. you will be responsible for designing, developing, and maintaining scalable, efficient, and reliable web applications using .net and react.key responsibilitiesdesign and develop scalable .net core apis using c and .net 56implement database operations using entity framework core, sql server, andor nosql databasesensure secure coding practices and implement authenticationauthorization using oauth, jwt, or azure adcollaborate with the front-end team to integrate apis with react applicationsdevelop responsive, reusable ui components using react, jsx, and css2. implement state management using redux, mobx, or react context apiintegrate apis with react using rest, graphql, or grpcensure cross-browser compatibility and accessibilityparticipate in agile development methodologies scrumkanbancollaborate with cross-functional teams design, qa, devopstroubleshoot and debug complex issuesoptimize application performance, scalability, and securitystay up-to-date with industry trends and emerging technologiesessential10 years of experience in .net core development c8 years of experience in react development javascripttypescriptstrong understanding of oop, design patterns, and solid principlesexperience with database design and development relational andor nosqlfamiliarity with agile development methodologiesexcellent problem-solving skills and attention to detailexperience with containerization docker and orchestration kubernetesknowledge of cloud platforms azureexperience with cicd pipelines azure devops, jenkins",it-hardware  networking  it-software  software services,Work from Office,"['job', 'title', 'net', 'full', 'stack', 'developer', 'reactjob', 'summarywere', 'seeking', 'experienced', 'net', 'full', 'stack', 'developer', 'expertise', 'react', 'join', 'team', 'responsible', 'designing', 'developing', 'maintaining', 'scalable', 'efficient', 'reliable', 'web', 'application', 'using', 'net', 'reactkey', 'responsibilitiesdesign', 'develop', 'scalable', 'net', 'core', 'apis', 'using', 'c', 'net', 'implement', 'database', 'operation', 'using', 'entity', 'framework', 'core', 'sql', 'server', 'andor', 'nosql', 'databasesensure', 'secure', 'coding', 'practice', 'implement', 'authenticationauthorization', 'using', 'oauth', 'jwt', 'azure', 'adcollaborate', 'frontend', 'team', 'integrate', 'apis', 'react', 'applicationsdevelop', 'responsive', 'reusable', 'ui', 'component', 'using', 'react', 'jsx', 'cs', 'implement', 'state', 'management', 'using', 'redux', 'mobx', 'react', 'context', 'apiintegrate', 'apis', 'react', 'using', 'rest', 'graphql', 'grpcensure', 'crossbrowser', 'compatibility', 'accessibilityparticipate', 'agile', 'development', 'methodology', 'scrumkanbancollaborate', 'crossfunctional', 'team', 'design', 'qa', 'devopstroubleshoot', 'debug', 'complex', 'issuesoptimize', 'application', 'performance', 'scalability', 'securitystay', 'uptodate', 'industry', 'trend', 'emerging', 'technologiesessential', 'year', 'experience', 'net', 'core', 'development', 'c', 'year', 'experience', 'react', 'development', 'javascripttypescriptstrong', 'understanding', 'oop', 'design', 'pattern', 'solid', 'principlesexperience', 'database', 'design', 'development', 'relational', 'andor', 'nosqlfamiliarity', 'agile', 'development', 'methodologiesexcellent', 'problemsolving', 'skill', 'attention', 'detailexperience', 'containerization', 'docker', 'orchestration', 'kubernetesknowledge', 'cloud', 'platform', 'azureexperience', 'cicd', 'pipeline', 'azure', 'devops', 'jenkins']",0.3111111111111111,Positive
full stack developer,exxceliq solutions,bangalore,Senior Level,Low,"javascript, nodejs, work from home","job descriptionwe are seeking a highly skilled full stack developer with expertise in typescript and  to join our mobile development team. as a full stack developer, you will be responsible for designing, developing, and maintaining mobile applications that deliver exceptional user experiences across various platforms. you will collaborate with cross-functional teams to translate business requirements into scalable and efficient solutions.responsibilitiesdesign and develop scalable, secure, and high-performance mobile applications using typescript and .collaborate with product managers, designers, and other stakeholders to understand requirements and translate them into technical specifications.implement front-end and back-end features to enhance the functionality and usability of mobile applications.optimize application performance for speed and responsiveness across different devices and platforms.conduct code reviews, testing, and debugging to ensure the quality and reliability of software deliverables.stay updated on emerging technologies and best practices in mobile development to continuously improve processes and solutions.requirementsbachelors degree in computer science, engineering, or related field.proven experience as a full stack developer with a focus on mobile application development.strong proficiency in typescript and , with a deep understanding of their ecosystem and best practices.experience with mobile development frameworks such as react native or flutter is highly desirable.solid understanding of front-end technologies, including html5, css3, and javascript.familiarity with restful apis, json, and other web services integration techniques.knowledge of mobile app deployment processes for ios and android platforms.excellent problem-solving skills and attention to detail.strong communication and collaboration abilities.",it-hardware  networking  it-software  software services,Work from Home,"['job', 'descriptionwe', 'seeking', 'highly', 'skilled', 'full', 'stack', 'developer', 'expertise', 'typescript', 'join', 'mobile', 'development', 'team', 'full', 'stack', 'developer', 'responsible', 'designing', 'developing', 'maintaining', 'mobile', 'application', 'deliver', 'exceptional', 'user', 'experience', 'across', 'various', 'platform', 'collaborate', 'crossfunctional', 'team', 'translate', 'business', 'requirement', 'scalable', 'efficient', 'solutionsresponsibilitiesdesign', 'develop', 'scalable', 'secure', 'highperformance', 'mobile', 'application', 'using', 'typescript', 'collaborate', 'product', 'manager', 'designer', 'stakeholder', 'understand', 'requirement', 'translate', 'technical', 'specificationsimplement', 'frontend', 'backend', 'feature', 'enhance', 'functionality', 'usability', 'mobile', 'applicationsoptimize', 'application', 'performance', 'speed', 'responsiveness', 'across', 'different', 'device', 'platformsconduct', 'code', 'review', 'testing', 'debugging', 'ensure', 'quality', 'reliability', 'software', 'deliverablesstay', 'updated', 'emerging', 'technology', 'best', 'practice', 'mobile', 'development', 'continuously', 'improve', 'process', 'solutionsrequirementsbachelors', 'degree', 'computer', 'science', 'engineering', 'related', 'fieldproven', 'experience', 'full', 'stack', 'developer', 'focus', 'mobile', 'application', 'developmentstrong', 'proficiency', 'typescript', 'deep', 'understanding', 'ecosystem', 'best', 'practicesexperience', 'mobile', 'development', 'framework', 'react', 'native', 'flutter', 'highly', 'desirablesolid', 'understanding', 'frontend', 'technology', 'including', 'html', 'cs', 'javascriptfamiliarity', 'restful', 'apis', 'json', 'web', 'service', 'integration', 'techniquesknowledge', 'mobile', 'app', 'deployment', 'process', 'io', 'android', 'platformsexcellent', 'problemsolving', 'skill', 'attention', 'detailstrong', 'communication', 'collaboration', 'ability']",0.2625925925925926,Positive
